page,reference,text
49,PDF page 49,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
49 
 
 
 
Type of Loss Identification of DPs Details7 
5. For fruit-bearing trees compensation to be calculated at the market value of the 
annual net product multiplied by the number of productive years remaining17   
E. Assets Lost by Non- 
Title Holders 
(Squatters and 
Encroachers)  
 
E.1 Loss of 
structure) Residential squatters 
1. Cost of structure based on a valuation by PWD at replacement cost 
2. One time shifting allowance of Rs 15,000 /- to the displaced family 
3. One time rehabilitation assistance of Rs 18,000 /- to the displaced family 
4. Right to salvage material from a demolished structure. 
5. The notice period of 60 days to be given 
 Squatter Commercial 
1. Cash compensation as per valuation based on PWD Schedule of Rates (SoR) at 
replacement cost and not less than Rs. 25,000 /- 
2. One time shifting allowance of Rs 15,000 /- to the displaced family 
3. One time financial assistance of Rs 15,000 /- for loss of livelihood 
4. Right to salvage material from a demolished structure,  
5. The notice period of 60 days to be given 
 
Encroachers 
(vulnerable category 
only) 
1. Compensation at PWD plinth area rates without depreciation for the affected 
portion of the structure. 
2. Right to salvage material18 from a demolished structure,  
3. The notice period of 30 days to be given 
 Kiosks 4. One time grant of Rs.25,000/- for severely affected kiosks 
F. Loss of Livelihood  
F.1. Loss of 
primary source 
of income for the 
Wage-earning 
employees indirectly 
affected - those 
1. A one-time allowance of Rs. 30,000 (10,000*3 months) to each employee of the 
commercially displaced structure. 
2. Preference for employment oppor tunity for affected persons in the project 
construction work, if so desired by them; 
                                                
17 To be valued by persons experienced in the field of agriculture, horticulture forestry etc. as necessary.                         
18 Except asbestos "
50,PDF page 50,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
50 
 
 
 
Type of Loss Identification of DPs Details7 
non-titleholders 
 
working in businesses 
such as petty shops, 
eateries 
 
G. Loss of Common 
Property Resources 
 
 
G.1. Loss of 
common 
property 
resources 
 
1. Replacement or restoration of the affected community facilities – including public 
water stand posts, public utility posts, temples, shrines, such as places of 
worship, community buildings, schools, etc. in consultation with the community. 
H. Additional Support 
to Vulnerable 
Groups 
 
H.1. Further 
assistance to all 
vulnerable 
persons 
Households 
categorized as 
vulnerable.19 
2. Additional one-time assistance of INR 5000 per vulnerable family will be paid. 
This will be over and above the other assistance given in this framework; 
3. One adult member from each vulnerable household will be entitled to skill 
development 
4. Vulnerable families may be considered for potential employment in the project 
construction activities subject to suitability. 
I. Additional 
assistance for 
Women  
 
I.1Loss of 
Land/house/shop  
1. Reimbursement of stamp duty and registration charges, for purchase of property 
out of the compensation/R&R assistance.   
2. In case of purchase of property out of the compensation / R&R assistance, the 
property should be purchased in the name of women in the household and 
registered in her name. The registration shall be done within 3-years from the LA 
award/R&R award 
3.  
                                                
19 Vulnerable are those households that are BP L, headed by the elderly - above 60 years of age, female headed households, households headed by persons 
with disabilities  persons, non- titled households, landless households Scheduled Tribes and Scheduled Castes.  "
51,PDF page 51,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
51 
 
 
 
Type of Loss Identification of DPs Details7 
J. Temporary Impacts  
J.1.Temporary 
impacts during 
construction 
 
 
1. Land required for construction activity along the alignment and construction 
yards will be acquired temporarily. CMRL shall pay land rental at 1 per cent of 
the market value of land per annum. This value shall be escalated at the 
prevailing annual rate of increase. CMRL shall pay charges for services such as 
electricity, sewerage. Upon completion of construction, this land duly 
rehabilitated will be handed back to the owner. 
2. In case any existing structure had to be demolished on the land parcel, then its 
replacement cost at the PWD SoR current at the time of handing back the land to 
the owner will be paid. 
3. The contractor is liable to pay damages to assets/trees/crops in private/public 
land, caused due to civil works, in line with the provisions of this Entitlement 
Matrix. 
4. The contractor should obtain prior written consent from the landowner and pay 
mutually agreed rental for use of private land for storage of material or movement 
of vehicles and machinery or diversion of traffic during civil works 
5. Compensation for standing crops and trees as per the market rate; 
6. Time-bound restoration of land to its previous or better quality; and 
7. The project will maintain access to all properties and businesses at all times. 
 
K. Other Unanticipated 
Impacts 
 
K.1.Any 
unanticipated 
impacts due to 
project 
intervention 
 
1. Any unanticipated impacts of the project will be documented and mitigated based 
on the spirit of the principles agreed upon in this RF. "
52,PDF page 52,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
52 
 
 
 
VII. INCOME RESTORATION, RELOCATION AND REHABILITATION 
A. Loss of Livelihood   
88. The affected persons losing livelihood will be assisted to improve or at least restore 
their income levels to pre-project level. The project causes loss of livelihood to 1970 families.  The 
different type of business in the project area includes general stores, grocery, hotel, tea shop and 
work shop, etc. The shop owners are a mixed population of both the tenants and the  owner 
themselves. Some of the tenant shop owners are carrying their business in the area for decades. 
Around 10 squatters who depend on the daily labour work in the area and also carrying out small 
trading are displaced and facing the loss of livelihood. The affected families who lost their 
livelihood is compensated with full replacement cost for assets that cannot be restored and 
provided assistance for resettlement. 
Table: 7.1 Loss of Livelihood 
Tenure Commercial Res & Com Total No. of 
Families 
Owners 373 27 400 
Encroacher 88 32 120 
Squatters 10 3 13 
Kiosk 471 0 471 
Tenants  710 58 768 
Others (Employees) 198 0 198 
Total 1850 120 1970 
 
89. The project entitlements for loss of livelihood include the following entitlements in 
accordance with the resettlement framework.  
(I) For the loss of land, compensation at replacement cost as specified in the RFCTLARR 
Act, 2013 and Rules notified by, One-time subsistence allowance of Rs. 36,000, Compensation for 
affected plants and tree, compensation for affected  standing crops at market value, One -time 
payment of cash in lieu of annuity INR 5,00,000 to any affected family whose livelihood is primarily 
dependant (loses one -third of the annual family income due to the acquisition of the said 
agricultural land) on the income from the acquired agricultural land).  
(II) Cash compensation at replacement cost for affected land as per RFCTLARR Act 
provisions and structure at scheduled rates without depreciation along with 100% solatium on the 
market value of land and stru cture; (or) The title holders of land and structures have an option for 
negotiation with CMRL, in which the land will be acquired through Private Negotiation as per the 
CMRL Policy upon payment of Compensation up to 2.25 times of the Market value of the land. 
(ii) Right to salvage affected materials, 
(iii) One-time assistance of Rs.25,000 for each affected family of an artisan or self -
employed or small trader and who has to relocate 
(iv). Subsistence allowance of Rs.36,000/ - for affected families who requir e 
relocating  "
53,PDF page 53,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
53 
 
 
 
(v) Shifting assistance of Rs.50, 000, who is required to relocate 
(vi). One-time resettlement allowance of Rs.50,000 for affected families who have to 
relocate; and 
(vii) One-time rental allowance of Rs. 45,000 / - (15,000 per month for three  
months), for titleholders who have rented out their property 
(viii). Commercial structure owners, who are deriving business income from the 
affected structure in the land acquired and is displaced will be compensated based on the 
business area 
(III) Entitlement for residential affected squatters includes the cost of structure based on a 
valuation by PWD at replacement cost, one -time shifting allowance of Rs 15,000, One -time 
rehabilitation assistance of Rs 18,000 and right to salvage material from a demolished structure. 
Entitlement for commercial squatters includes cash compensation as per valuation based 
on PWD Schedule of Rates (SoR) at replacement cost and not less than Rs. 25,000, One time 
shifting allowance of Rs 15,000, One -time financial assistance o f Rs 15,000 for loss of livelihood 
and right to salvage material from a demolished structure. 
Entitlement for commercial tenants includes onetime financial assistance as transportation 
cost for shifting is Rs. 50,000 and resettlement allowance to displaced  unit is Rs. 50,000. The loss 
fo livelihood cost for the kiosk is Rs. 15,000 and the transportation cost is Rs. 15,000, resettlement 
allowance is Rs. 50,000 and for small structures Rs. 25,000. Entitlement for affected employees 
who loses livelihood is the average 3 per unit at the rate of Rs. 10000 per month for three months.  
B. Income Restoration  
90. The affected persons losing livelihood will be assisted to improve or at least restore 
their income levels to pre -project level Income restoration schemes wil l be identified by the PIU 
with the assistance of the NGO to be engaged. The affected person will be guided and assisted by 
the PIU with the support of the NGO in effectively using the compensation and rehabilitation and 
resettlement assistances towards es tablishing an income -generating activity, and identifying an 
alternative shop location and re -establishing the shop/kiosk/vending or utilizing the finances for 
buying land or taking land on lease. Efforts will be made to provide employment to the affected 
persons during the construction phase by facilitating their engagement by the civil works 
contractor. The PD, PIU should ensure that local people and in particular the willing affected 
persons are engaged by the contractor in suitable civil work as stipula ted in the contract. The PIU 
with the assistance of the implementing NGO will make the training need assessment and will 
impart training to the eligible affected persons for income restoration and skill up -gradation as 
necessary.  The PIU with the assistance of the implementing NGO will ensure that households 
whose incomes are affected and/or who have to relocate receive assistance in accessing utility 
services (e.g., water and electricity connection) and other relevant government services (e.g., 
health clinics and schools). 
C. Temporary Relocation due to temporary acquisition  
91. Land required for construction activity along the alignment and construction yards will 
be acquired temporarily. Sufficient time will be given for vacating the premises. The contractor will 
provide rent to the affected families for the  temporary acquisition period. Upon completion of 
construction, this land duly rehabilitated will be handed back to the owners.  
D. Livelihood Rehabilitation of Vulnerable  
92 The project involves impact to  783  vulnerable families who are significantly impacted. 
The entitlement matrix provides for skill development and financial assistance for income -"
54,PDF page 54,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
54 
 
 
 
generating activities. The NGO in close coordination with the District Administration will identify 
suitable training programs to the eligible vulnerable affected persons for skill development, 
including building the capacity of these affected families in the management of their finances, 
Additional one-time assistance of INR 5000 per vulnerable family will be paid. This will be over and 
above the other assistance given in this framework. One adult member from each vulnerable 
household will be entitled to skill development. Vulnerable families may be considered for potential 
employment in the project construction activities subject to suitability. The NGO will closely monitor 
the vulnerable affected persons and ensure that the compensation and other assistances are used 
effectively so that the standard of living of the vulnerable affected persons are better off th an the 
pre-project standards. 
E. Common Property Resources:  
93. The proposed project shall also affect the common property resources. The common 
property includes 3  religious structures, 7  public toilets, 3  play ground, 56 bus stands, 2 statues, 
2 parks and 98 other public utilities.  The CPR identified during the survey is depicted in Table 7.2 
Table 7.2 Common Property Resources 
 
 
 
 
 
 
 
 
 
 
*Others-comprise abandoned and not in use buildings.  
One CPR each at Alwarthirunagar, Valasaravakkam and Alapakkam stations covered under corridor 4. Sholinganallur 
station covered under Non-MDB corridor 3 
 
Others 
94. The common prop erty resources and structures related to public utilities shall be 
rehabilitated in accordance with the consent of local communities. Resources owned by the 
government such as burial grounds and community meeting places, borewells, artesian wells, 
hand pum ps, religio n-cultural, educational and medical structures etc shall be provided at an 
appropriate place as agreed with the community. Cost of structures privately owned such as 
religion-cultural, Educational and medical structures shall be compensated as p er the procedure 
followed for other structures.  
F. GENDER ACTION PLAN (GAP) 
95. In this project, special additional compensation entitlement for women in impacted 
households has been provided.  Consultations will continue to be gender -inclusive. With a view to 
affirmative action to enhance women inclusivity, one woman representative of the local community 
from each station is identified as a member of the Environmental and Social Grievance Redressal 
Committee. The representative(s) from the location(s) to which the grievance(s) pertain(s) shall be 
invited to deliberations of the Committee. Increased participation in community -based 
management of stations will be encouraged. Women shall be invited and trained to contribute to 
community-based station manageme nt as well as secure gainful employment with agencies who 
CPR details Numbers 
Religious Structures 3  
Public Toilet 7  
Playground 3  
Bus stand  56  
Park 2 
Statue 2 
Others  98  
Total* 171  "
55,PDF page 55,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 5 
 
55 
 
 
 
are awarded contracts for station facility management. CMRL will hire a consultant to carry out the 
following GAP related activities 
 Public consultations under environmental and social management plan (EMP) 
 Information, education, and communication (IEC) campaign and awareness workshops  
 10 community-based societies: assessment survey to identify training needs  
 Assess the impact of project benefits  
 Opinion Survey 
 Train community members in livelihood skills 
 Develop gender-sensitive marketing materials  
 Train 50 project staff 
 
96. Currently, 113 women employees are working on a contract in CMRL out of 504 
employees. Women employees have been employed in all fields i.e. Systems, Operat ions, 
Maintenance, Projects, HR and  Finance etc. The reservation prescribed by the Government for 
women category is being followed whenever recruitment for Operation & Maintenance on a 
permanent basis is conducted. In the case of staff in housekeeping in stations which is outsourced 
on contract, the sub-contractors will be encouraged to employ women wherever feasible. A survey 
of existing women employed in the metro has been carried out to understand the additional 
facilities that women want for their safety and comfort of  travel: its results have been incorporated 
into the GAP proposed in this report 
There are five awareness workshops on information, education and communication 
planned for the local public.  The aspirant women will be organized into community based 
societies. It is proposed to have 10 such registered societies among the women residing in the 
project impacted areas. Since a livelihood training is proposed for the affected persons who are all 
vulnerable, a training need assessment survey will be initiated. An  elaborate impact assessment 
study will be done from among the project beneficiaries. An opinion survey among 300 units is also 
proposed. There are five value chain analysis training proposed among the community members 
who are residing in the project affe cted areas to enhance their livelihood skills. A gender 
sensitization training to 50 project staff is proposed to reduce the gender imbalance.  
  
. The proposed budgetary provision under GAP is given in Tables 7.3 
Table 7.3    Budget for GAP Training 
Activities Unit Cost Per Unit Total Rs 
Information, education, and 
communication (IEC) campaign and 
awareness workshops 
5 10000 50000 
10 community-based societies  10 25000 250000 
Assessment survey to identify training 
needs  10 15000 150000 
Assess impact of project benefits  6 10000 60000 
Opinion Survey  300 400 120000 
Train community members in livelihood 
skills  (Value chain analysis 5 20000 100000 
Develop gender-sensitive marketing 
materials 1000 200 200000 
Train 50 project staff 1 40000 40000 
Miscellaneous     30000 
Total   1000000 "
56,PDF page 56,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
56 
 
 
VIII INSTITUTIONAL ARRANGEMENT 
A. EXECUTING AGENCY   
97. The Government of Tamil Nadu created a Special Purpose Vehicle (SPV) for 
implementing the Chennai Metro Rail Project. This SPV named “Chennai Metro Rail Limited ” was 
incorporated on December 03, 2007 , under the Companies Act. It has now been converted into a 
Joint Venture of the Government of India and the Government of Tamil Nadu with equal equity 
holding. The Government of Tamil Nadu (GoTN) and the Government of India (GoI) will be the 
Executing Agency of the proposed Corridor 5- CMRL (Phase-II). The GoTN will be responsible for 
the overall execution of the RP.  
B. IMPLEMENTING AGENCY 
98. Chennai Metro Rail Limited (CMRL) will be the Implementing Agency responsi ble for the 
implementation of the metro rail project. Managing Director, CMRL will be in charge of the overall 
project activities. CMRL will be responsible for coordinating with other concerned government 
departments. CMRL will be accountable to the GoTN ( i.e. the EA).  The implementation of the 
Resettlement Plan (RP) requires the involvement of various units of CMRL at different stages of 
the project cycle. This section deals with the roles and responsibilities of various institutions for a 
successful imple mentation of the RP. The units of CMRL to be involved in the process are as 
follows: 
C.PROJECT IMPLEMENTATION UNIT (PIU), CMRL 
99. The PIU in CMRL headed by the Project Director (PD) is responsible for the overall 
execution of the project and implementatio n of the RP. The PIU will be assisted by General 
Consultant (GC). Terms of Reference ( ToR) for General Consultant is given in Appendix 7. This 
unit will prepare a land plan, disbursal of compensation and Resettlement and Rehabilitation (RR) 
assistance; mon itor the implementation of resettlement plan and Gender Action Plan and 
monitoring the progress during the entire project period.   
D. Social and Environmental Management Unit (SEMU) supported by Social Management 
Consultant 
100. The roles and responsibilities of SEMU are given below 
 Preparation and updating the of Resettlement Plan·  
 Implementation of R&R activities with the support of NGO  
 Land acquisition and R&R activities in the field ·  
 Ensure availability of budget for R&R activities; · 
 Monitor land acquisition and progress of R&R implementation; · 
 Develop and implement a public consultation program and communication strategy 
for disclosure of RPF and Resettlement Plan  
 Liaison with district administration for government‟s income generation and 
development programmes for the PAPs; ·  
 Monitor physical and financial progress on land acquisition and R&R activities; ·  
 Provide support for the affected persons on problems arising out of LA/ property 
101. The implementation schedule will be followed as per t he overall project 
implementation and included in Resettlement plan. All activities related to the land acquisition and 
resettlement will be planned to ensure that compensation is paid prior to displacement and 
commencement of civil works. Public consultat ion, internal monitoring and grievance redressal 
will be undertaken intermittently throughout the project duration. 
 
 "
57,PDF page 57,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
57 
 
 
E. NON-GOVERNMENT ORGANIZATION (NGO) 
102. Resettlement relates to human aspects and economic rehabilitation that requires 
human resources development consisting of education, training, awareness generation, etc. Local 
NGO plays a very crucial role in the implementation of resettlement and rehabilitation activities. 
The NGO will be appointed by CMRL to extend implementation support to CMRL in  the form of 
assisting affected families/persons during relocation and preparation of Income Restoration Plan 
(IRP) The cost of hiring NGO for assisting CMRL in resettlement plan implementation (and surveys 
required for updating of resettlement plan) has b een provided with a budget of Rs.30, 000, 00 .  
The resettlement plan implementation is expected to be completed by 24 months . The NGO will 
help to educate PAPs on the proper utilization of compensation and rehabilitation grant and help 
them in getting financial assistance. The NGO will be supervised by PIU/CMRL. The ToR for NGO 
is given in Appendix 8 
F. IMPLEMENTATION SUPPORT CONSULTANT(R&R)  
103. During the implementation phase of RAP, CMRL will appoint a consultant(R&R) 
through General Engineering Consult ancy (GEC) to assist CMRL in the implementation of the 
resettlement plan. The consultant will carry out due diligence in the implementation of resettlement 
and rehabilitation programmes as per the provisions of the Right to Fair Compensation and 
Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 through periodic 
monitoring. The consultant will be responsible for (i) preparation of a database of affected 
structures, families, persons, (ii) verification of database through field surve y, (iii) improve 
monitoring system,  (iv) capacity building of implementation staffs, (v) regular follow up 
implementation activities and other relevant activities. The consultant will report to PIU/CMRL. The 
ToR for the implementation support Consultant is  given in Appendix 9. CMRL will monitor the 
implementation of the resettlement plan based on the activities, including their scope and timeline 
and provide periodic monitoring reports on social measures followed by relevant plans. MDBs will 
Monitor resettlement outcomes, their impacts on the standard of living of affected persons, and 
whether the objectives of the resettlement plan have been achieved by taking into account the 
baseline conditions and the results of resettlement plan implementation. 
G. MANAGEMENT INFORMATION SYSTEM (MIS) 
104. A well -designed MIS will be created and will be maintained at PIU.  The MIS will be 
supported with approved software and will be used for maintaining the affected persons baseline 
socioeconomic characteristics, developing pre-defined reports, algorithms and calculations based 
on the available data and updating tables/fields for finding compensation and assistances, tracking 
the land acquisition and resettlement progress. The individual entitlements, compensation 
calculations, structure valuation, etc. will be updated using MIS software. Besides, land acquisition 
notices, identity cards will also be generated through MIS. All queries will be generated and the 
baseline data will also be maintained and updated as needed. The d ata and information required 
for periodical progress reports will be generated using the MIS database. The required computer 
terminals and software will be established at the PIU level to feed the data to be maintained on the 
web with backup at the Implementing Agency (CMRL). 
H. Capacity Building in CMRL 
105. Orientation and training of CMRL E&S teams in resettlement management will be 
undertaken at the beginning of the project. The training will focus on (i) principles and procedures 
of land acquisition; ( ii) public consultation and participation; (iii) entitlements and compensation 
disbursement mechanisms; (iv) grievance redressal; and (v) monitoring of resettlement and 
livelihood restoration. 
One Deputy Manager Social Development  will be added to the core  E&S team. Starting from the 
deployment of GC i.e., start of updating RP as per DDC drawings up to the start of civil works by 
which time affected families are relocated after disbursal of compensation and assistances, "
58,PDF page 58,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
58 
 
 
separate project teams will be in pla ce: work on each MDB project will be handled by a team of 
one senior Manager assisted by one Deputy Manager Land Acquisition and one Deputy Manager 
Social Development, supported by a full team of staff experienced in land acquisition. From the 
start of civ il works up  to commissioning the senior manager and deputy manager social 
development will continue. From the start of the operation, monitoring of the gender action plan will 
be transferred to the core E&S team of CMRL.  
I.  Competent Authorities:  
106. The implementation of land acquisition and resettlement impacts will require approvals 
and clearance at various stages. The following officers will act as competent authorities for certain 
key activities. 
Table 8.1:   Competent Authority for Approvals 
Approvals Competent Authority 
Resettlement Framework (RF) Empowered Committee, CMRL 
Approval for LA awards up  to Rs 2 crore, award compensation 
including R&R benefits up to Rs 5 crore (As provided in rule 18 
of Tamil Nadu RFCTLARR 2017) 
The District Collector 
Approval for award compensation is more than Rs 2 crore but 
not exceeding 8 crores and award including R&R benefits is 
more than Rs 5 crore, but not more than Rs 20 crore (As 
provided in rule 18 of Tamil Nadu RFCTLARR 2017) 
The District Collector shall m ake 
an award after getting the prior 
approval of the Commissioner of 
Land Administration. 
Approval for LA award if the amount is more than Rs 8 crore 
and including R&R benefits are more than Rs 20 crore (As 
provided in rule 18 of Tamil Nadu RFCTLARR 2017) 
The Collector shall make an 
award after getting the prior 
approval of the State Government  
Changes in Policy provisions and Entitlement 
Empowered Committee, CMRL, 
after getting approval from State 
Government 
Staff requirements, Consultants/NGOs Appointments MD, CMRL 
Approval for the issue of ID cards DC, CMRL 
Approval of disbursement of R&R Assistance DRO, CMRL 
Disbursement of R&R Assistance DRO, CMRL 
Approval for structure valuation Panel Engineer 
Approval for shifting and relocation of community assets DRO, CMRL 
Approval of Resettlement sites, House site, issue of titles etc, DRO, CMRL 
Resolution of disputes Govt. HPC 
 
 "
59,PDF page 59,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
59 
 
 
J. GRIEVANCE REDRESSAL MECHANISM (GRM) 
107. Grievance Redressal Mechanism (GRM) will be established at two  levels, one at the 
field level, PIU and the second at the Implementing Agency (IA) level. The GRM will receive, 
evaluate and facilitate the resolution of affected person concerns, complaints and grievances. 
GRM will provide an opportunity to the affected persons to have their grievances redressed prior to 
approaching the State level LARR Authority, constituted by the Government of Tamil Nadu in 
accordance with Section 51(1) of the RFCTLARR Act, 2013. GRM is aimed to provide a trusted 
way to voice and resolve concerns linked t o the project and to be an effective way to address 
affected person concerns without allowing them to escalate resulting in delays in project 
implementation.   
108. A set of procedures for receiving, recording, and handling complaints should be 
available i n the GRM. They should include procedures for recording, registering, and sorting 
grievances; conducting an initial assessment of grievances; referring grievances to appropriate 
units or persons; determining the resolution process; making decisions, includ ing parameters and 
standards for accurate and consistent decision making; directing relevant agencies responsible for 
implementing decisions; notifying complainants and other affected parties of eligibility, the 
resolution process, and outcomes; and tracki ng, monitoring, documentation, and evaluation. The 
procedures should be supplemented with time frames for grievance handling 
109. The GRM will aim to provide a time -bound and transparent mechanism to voice and 
resolve social and environmental concerns link ed to the project. The GRM is not intended to 
bypass the government‟s inbuilt redressal process, nor the provisions of the statute, but rather it is 
intended to address affected persons concerns and complaints promptly, making it readily 
accessible to all segments of the affected persons and is scaled to the risks and impacts of the 
project.  The project resettlement plan provide s for entitlements for the various types of losses 
corresponding to the tenure and an institutional mechanism to disburse compensa tion and 
rehabilitation and resettlement assistances. A consultation and disclosure plan is also provided for 
meaningful consultations and timely disclosure. The GRM is expected to resolve the grievances of 
the affected persons arising in the implementatio n of the subproject resettlement plan in a 
transparent and timely manner. The decision of the GRM will be final unless vacated by the LARR 
Authority.  The GRM will continue to function, for the benefit of the affected persons, during the 
entire life of the  project including the defect liability period. The response time prescribed for the 
GRM would be four weeks. Other than disputes relating to ownership rights and apportionment 
issues on which the LARR Authority has jurisdiction, GRM will review grievances  involving 
eligibility, valuation, resettlement and rehabilitation entitlements, relocation and payment of 
assistances. All costs involved  in resolving the complaints (meetings, consultations, 
communication and reporting/information dissemination) will be met out from the Project fund. 
K. Interface 
110. Aggrieved persons can communicate their grievance to Executing Engineer, CMRL or 
Project LAO / SDO, CMRL preferably through NGO or directly. A Grievance Redressal Mechanism 
(GRM) will be established at two  levels, one at the field level, PIU and the second at the PMU 
level. In case of grievances that are immediate and urgent in the perception of the complainant, the 
safeguard Officer from PIU and the NGO will provide the most easily accessible or first level of 
contact for the quick resolution of grievances. Contact phone numbers and names of the 
concerned staff and contractors, will be posted at all construction sites in visible locations.  
(i) 1st level grievance. The Executive Engineer/ LA/SDO with the assistan ce of the NGO will 
receive and record the complaint at the site. Alternatively, the complaint can be 
registered by phone call, message, email, or on the CMRL website. The complaint will 
be reviewed and PIU and NGO staff together will try to resolve the iss ue on -site in "
60,PDF page 60,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
60 
 
 
consultation with the aggrieved party. This will be done within 7 days of receipt of a 
complaint/ grievance. 
(ii)  (ii) 2nd level grievance. All grievances that cannot be redressed within 7 days at the field 
level will be brought to the notice of the Grievance Redressal Committee. The GRC will 
resolve the grievance within 4 weeks of receipt of a complaint/ grievance in discussion 
with the NGO and consultation with the PIU Executive Engineer. The Chairman for the 
GRM second-level committee shall be a CGM level officer nominated by the Competent 
Authority of CMRL. 
L. Grievance Redressal Committee (GRC) 
111. The GRC will comprise of Chairman (Project and Planning), Project Director (PD), 
Project Land Acquisition Officer (LAO) and Project Social Develop ment Officer (SDO). The SDO 
will function as its member secretary. It shall also comprise representatives from the PAPs, 
women, NGO and the local body. Petitions received or complaints or grievances will be received 
by the Executing Engineer, CMRL. The fie ld staff will maintain a register of all petitions received 
with details of date of receipt of the petition, date of hearing, if any, along with nature of 
complaint/concern, action taken and date of communication sent to petitioner. Communication, in 
writing will be sent to the aggrieved person about the date, time and venue of the hearing and 
make it known that s/he is entitled for personal hearing and that representation through proxy will 
be not be entertained. Communication will also be sent through imp lementation support NGO to 
ensure that the petitioner is informed about the date of hearing. The grievance will be 
communicated to GRC by Executing Engineer. The complaint/concern will be redressed in four -
weeks and written communication will be sent to the complainant about the decision taken.  
112. Affected persons who may not be satisfied with GRC redressal, are free to submit 
their grievances to the one -man Land Acquisition, Rehabilitation and Resettlement Authority 
(LARRA) nominated by the Government. Stakeholders can also access MDBs` Accountability 
Mechanism (available on their respective websites ). The process flow is depicted in Figure 8.2. 
Format of grievance reporting form is placed at Appendix 10 
113. The main responsibilities of the GRC are: 
i. To provide support to Project Affected Persons (PAPs) on problems arising out of 
eligibility for Resettlement Plan, provided entitlements compensation and assistance 
required. 
ii. To record the grievance of the PAPs and solve them within stipulated time frame.  
iii. To report to the aggrieved parties about the development regarding their grievances 
and decision of CMRL  
iv. GRC shall meet regularly on a prefixed date during implementation of RP.  
v. Problems and complaints arising out of land acquisition and relocation of utilities 
 Grievances process: 
114. Petitions received or complaints or grievances will be received by the Executing 
Engineer, CMRL. The field staff will maintain a register of all petitions received with details of date 
of receipt of the petition, date of he aring, if any, along with nature of complaint/concern, action 
taken and date of communication sent to petitioner. Communication, in writing will be sent to the 
aggrieved person about the date, time and venue of the hearing and make it known that s/he is 
entitled for personal hearing and that representation through proxy will be not be entertained. 
Communication will also be sent through implementation support NGO to ensure that the petitioner 
is informed about the date of hearing. The grievance will be comm unicated to GRC by Executing "
61,PDF page 61,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
61 
 
 
Engineer. The complaint/concern will be redressed in four -weeks and written communication will 
be sent to the complainant about the decision taken.  Affected persons who may not be satisfied 
with GRC redressal, are free to subm it their grievances to the one -man Land Acquisition, 
Rehabilitation and Resettlement Authority (LARRA) nominated by the Government. Stakeholders 
can also access MDBs` Accountability Mechanism (available on their respective websites). 
The resettlement plan implementation is involved with the team work. The NGO involves in 
preparation of affected person‟s details and final micro plan. The NGO further works as a bridge 
between CMRL and the Project affected Persons. CMRL prepares the land plan, disbursal of 
payments. Further it implements resettlement plan and Gender Action Plan. The project 
management consultancy verifies the PAP list and the micro plan. It further assists in RP, LRP and 
GAP. The role of MDB is to monitor the disbursal of compensation and the i mplementation of RP, 
LP and GAP. An external agency will evaluate the implementation and the efficacy of disbursal, 
RP, LRP and GAP.   
Figure 8. 1: Roles of Teams in Implementation of RP"
62,PDF page 62,"Resettlement Plan for Chennai Metro Rail Phase II – Corridor 4 
 
62 
 
 
Figure 8.2: Grievance Redress Mechanism for PAP Listing, Disbursal, RP and LRP 
  
 
 
 
GRIEVANCE  
 
 
 
NOT REDEREESED 
 
 
 
 
NOT REDRESSED 
 
 
 
 
                                                                                         NOT REDRESSED 
 
GRIEVANCE 
REDRESSED 
 
DISPLACED 
PERSON 
FIRST LEVEL OF 
GRIEVANCE 
REDRESSAL 
SECOND LEVEL OF 
GRIEVANCE 
REDRESSAL 
GRC HEADED BY EE PIU 
GRC HEADED BY 
Chairman/Project Director 
Land Acquisition, 
Rehabilitation and 
Resettlement Authority 
(LARRA 
High Court /Supreme Court 
GRIEVANCE 
REDRESSED 
GRIEVANCE 
REDRESSED "
