page,reference,text
31,PDF page 31," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 12
    
 
The field visits and studies were conducted during December 2011 to April, 2012. RITES team visited the 
sites along with MMRDA officials to verify the alignment drawings on the ground and to identify the 
affected area. After identifying the affected areas RITES, MMRDA and SPARC officials consulted with 
different stakeholders at the project area and organized meetings with them to generate awareness about 
the project.  
Followed by these visits several field visits were conducted during September 2013 to July 2015, by Interim 
Consultant’s team independently also with MMRC officials. Most of these visits were to interact with the 
affected communities and make them aware of the proposed project; its details, advantages and impact 
and collect relevant data or information for the preparation Baseline Social Economic Study report also 
options for R&R. 
During site visits it was found that majority of affected people belong to six station locations namely 
Kalbadevi, Girgaon, Acharya Atre Chowk, BKC, Marol Naka, and MIDC. The survey team began by holding 
community meetings in those areas that were to be enumerated. Information about the metro project 
and the survey procedure ( from the numbering of structures to filling out forms) was shared with the 
community; they were also informed about the kinds of documents needed for the survey. 
2.5 ENUMERATION OF STRUCTURE AND MAPPING 
Before the actual household socio-economic survey, all the structures which were likely to be visited by 
M/s Snehal Engineering survey team were identified. Simultaneously a structured Questionnaire for the 
household survey was designed and pretested in the field. Important aspects covered in the Questionnaire 
were identification particulars of PAFs/PAPs, social profile, family details, occupation, source of income, 
family expenditure, document proofs, household assets, information on affected structure, 
commercial/self-employment activities, employment pattern, opinion and views of PAPs on project and 
resettlement and rehabilitation options. A copy of the questionnaire used for Socio-economic Household 
Survey is presented in Annexure-2.3. 
 
"
32,PDF page 32," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 13
    
 
2.6 SOCIO-ECONOMIC SURVEY 
After mapping and enumeration of the stru ctures likely to be affected in the project area, household 
socio-economic survey was carried out to assess impact of the proposed corridor on socio -economic 
conditions of affected families. The household social survey was carried out by survey team of M/s Snehal 
Engineering with the help of a pre -tested “Household Questionnaire”. Prior to commencement of social 
survey at household level, Social Development Experts of Interim Consultants provided one day training 
to the investigators of M/s Snehal Engineeri ng on important aspect of the Questionnaire. The aspects 
covered in the Questionnaire were identification particulars of PAFs/PAPs, social profile, family details, 
occupation, source of income, family expenditure, document proofs, household assets, informa tion on 
affected structure, commercial/self -employment activities, employment pattern, opinion and views of 
PAPs on project and resettlement and rehabilitation. Most part of the questionnaire has been pre-coded 
except those reflecting the opinion and views  of PAP, which have been left open -ended. A copy of 
Questionnaire for Socio -economic Household Survey is presented in Annexure -2.3. Before filling the 
questionnaires, the affected families were asked to have a copy of the necessary documents they need to 
produce as proof of their existence in that particular structure and place. So documents like -ration card, 
electricity bills, voter’s card or any other documents were verified.  
 
2.7 COMPILATION AND VERIFICATION OF DATA 
Survey forms duly filled were conso lidated and entered into a database. This information were updated 
on a regular basis as and when data for incomplete forms were filled in. The data were later shared with 
the communities to cross-check if anyone has been left out due to some reasons or if extra counting has 
been done. 
 
 
"
33,PDF page 33," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 14
    
2.8 DATA ANALYSIS AND REPORT WRITING 
Once the data were collected and finalized with all the necessary changes, analysis of collected data was 
done for different sections. 
2.9 COMMUNITY AND PUBLIC CONSULTATION 
Preliminary public consultations and discussions were conducted with the help of MMRDA officials to 
officially introduce the survey teams to the public. Several rounds of community meetings with potential 
PAFs / PAPs as well as general public and group discussions at p articularly proposed metro rail station 
locations were organized. The objective of conducting public consultations was to obtain the views and 
suggestions of the potentially affected persons to 
minimize adverse social impacts. These consultations 
involved persons from various sections and walks life such 
as traders, women, squatters, kiosks and other 
inhabitants. Special care was taken during the study to 
hold discussions with women groups separately to elicit 
the adverse effects that they are anticipating due to the 
project and their suggestions for mitigating the 
foreseeable adverse effects. During public consultations, 
information flow, grievance redress system, safety, role of 
administration etc. were also discussed.  
The methods adopted for conducting p ublic consultation were (i) Walk -through informal group 
consultation at station locations, (ii) Public meetings, (iii) Focus Group Discussions (FGD) with different 
groups of affected people including residential groups, traders, and slum dwellers (squatter s), (iv) In -
depth individual interviews, through structured questioners (v) Discussions and interviews with key 
informants, (vi) Sharing the opinion and preferences of the PAPs. A format for public consultation is 
presented in Annexure-2.4. 
The ‘Census Bas eline Socio Economic Survey’ study was nothing, but the continuation of the previous 
study conducted by M/s RITES, by the Interim Consultant. Thus, the report was based on the new survey 
conducted by the interim consultant that considered the latest modifications made both in alignment and 
drawings of the line III as well the PAPS and PAFs.  
2.10 LIMITATIONS OF THE STUDY 
Before starting the survey process the survey teams went to the area and to remind the people to keep 
the required identification and oth er relevant documents ready. However, conducting Social survey of 
potentially affected communities was rarely a smooth and hindrance -free process. Following were the 
limitations of such studies due to various hindrances in the field: 
Despite frequent and repeated visits made by survey team, some households were never present or come 
in front of the survey team to reveal the required information.  
Incomplete documentation, locked houses, non-responders: the surveyors have to come back repeatedly 
to these houses in order to record accurate and complete forms.   
"
34,PDF page 34," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 15
    
In some locations like Acharya Atre Chowk, Girgaon and Kalbadevi, people did not respond to the survey 
team while conducting household survey. This is one of the main reasons for delay in survey work an d 
non-completion of data collection. 
The Base Line Socioeconomic Survey (BSES) for Acharya Atre Chowk was completed earlier. 
But after all the people of Girgaon and Kalbadevi have come forward to extend their cooperation in 
conducting the Base Line Socioeconomic Survey (BSES).  
People were protective and possessive of their homes. Therefore, they often stopped survey work and 
demanded that the concerned government officials should explain them personally; convincing such 
which persons to cooperate for the survey was a difficult task. 
Due to frequent objections, non -cooperation of local people at the ground level, the data collection of 
total affected areas has not yet been completed. The present draft SIA report has been prepared based 
on the data collected by M/s Snehal Engineering as of October 2015. However, the survey team has tried 
to enumerate all structures and families which were likely to be affected.  
In spite of all these problems every effort was made for making this study very realistic to the ex isting 
situation.  "
35,PDF page 35," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 16
    
CHAPTER-3 IMPACTS AND INVENTORY LOSS 
3.1 BACKGROUND 
The socio-economic survey was carried out during September 2013 to 5th October 2015 to assess the 
impact of proposed metro rail project. Some corrections in the name of PAPs and minimization of impact 
on structures have incorporated during updating of SIA in the month of October 2017 and December 2020. 
A structured and pre-tested questionnaire was used to collect detailed information about households who 
are going to be affected b y the proposed project and to document the project impact on their assets, 
incomes and livelihood. The objective of the socio economic survey was to generate an inventory of social 
and economic impacts on the people affected by the project; type of impact,  type of ownership, social 
profile of the affected people, poverty status, the presence of non -titleholders in the project area, also 
views of the affected PAPs about the project and on various options for rehabilitation and resettlement. 
The major findings and magnitude of impacts are discussed in the following sections. List of PAPs of each 
affected area is given in Field Data Report (Volume -II) and Copy of GK PAP details  for Girgaon and 
Kalbadevi. 
3.2 OVERALL PROJECT IMPACT 
Table 3.1 indicates overall pr oject impacts. 75.89 ha of land has been acquired for the purpose of 
temporary a nd permanent usages. Total 2856  structures of residential, commercial, residential cum 
commercial and others were identified in the area to be affected by the project. Based on  the property 
identification, the number of PAFs has been determined. Total number of PAFs identified is about 2736. 
Total 2736 affected families have been surveyed and the data thus collected forms the basis of the report. 
Out of total identified 2736 aff ected families, 733  PAFs are titleholders and 2 003 PAFs are non -
titleholders. About 2015 PAFs and 721 PAFs (68 2 commercial and 39 Residential cum commercial) have 
lost their residential and business respectively. About 187 vulnerable families have been affected. 
TABLE 3.1 OVERALL PROJECT IMPACTS 
Sr. No. IMPACT MAGNITUDE 
1 Acquisition of Land (in Ha) 75.89 
2 Impact on Structure (No.) 2856 
2.1 Impact on PAPs 8506 
2.2 Total PAFs (No.) 2736 
2.3 Surveyed PAFs 2736 
2.4 Surveyed PAPs 8506 
3 Titleholder (No.) 733 
4 Non-Titleholder (No.) (Including others) 2123 
5 Loss of Residence 2015 
6 Loss of Business 721 "
36,PDF page 36," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 17
    
7 Vulnerable PAFs 187 
8 Impact on Community Resources 120 
 
3.3 LAND REQUIREMENT AND ACQUISITION 
The proposed Metro project has required land for  different purposes. Land is mainly required for route 
alignments of rail tracks, station buildings, station platforms, station entry/exit structures, traffic 
integration, car shed, power sub -stations, ventilation shafts, administrative buildings, maintena nce and 
construction depots and work sites etc. Land required for the Construction of Cut & Cover station or New 
Austrian Tunneling Method (NATM) stations are earmarked. Construction depot land have been required 
temporarily, however land requirements for maintenance depot at Aarey Colony, stations and traction 
sub-stations are on permanent basis. Land resource is scarce commodity in Mumbai metropolitan areas. 
Acquisition of land shall make affected families landless and houseless in most of the cases. Ther efore, 
every effort has been made to keep land requirements to the barest minimum by realigning the 
alignments away from private property / human habitation. After planning, the land requirement is kept 
at minimum and particularly, acquisition of private land was avoided. 
The table below (Table 3.2) summaries all the permanent land required above ground (for locating 
entry/exits, ventilations shafts, ancillary building etc.) and below ground (for locating station box & 
connections to entry/exits, ventilation shafts, ancillary building etc.) and temporary land required for the 
construction of Mumbai Metro Line 3 Project. 
The project have required the acquisition/transfer of 75.89 ha of land including land required for the 
construction of depot.  
The government has allotted 29.79 ha land at Aarey Colony for construction of depot which is including 
in the total project land above.  
The details of land requirement and acquisition are presented in Table 3.2. 
TABLE 3.2 IMPACTS ON LAND RESOURCES 
Pkg. 
No. 
Name of the 
Station 
Government Land Private Land 
Red Yellow  Green Total Area 
in Sq. Mtr. Red Yellow  Green 
Total 
Area in 
Sq. Mtr. 
Pkg. 
1 Cuff Parade 854 0 27906 28760 0 0 138 138 
Pkg. 
1 
Vidhan 
Bhavan 705 418.5 24970.46 26093.96 0 0 132 132 
Pkg. 
1 Churchgate 807 0 4255 5062 0 102 525.38 627.38 "
37,PDF page 37," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 18
    
Pkg. 
No. 
Name of the 
Station 
Government Land Private Land 
Red Yellow  Green Total Area 
in Sq. Mtr. Red Yellow  Green 
Total 
Area in 
Sq. Mtr. 
Pkg. 
1 
Hutatma 
Chowk 276 9 2435 2720 0 0 125 125 
Pkg. 
2 CST Metro 718 0 40666.46 41384.46 0 0 0 0 
Pkg. 
2 Kalbadevi  0 0 0 0 4410.93 0 0 4410.93 
Pkg. 
2 Girgaon 0 0 950 950 5525.5 0 0 5525.5 
Pkg. 
2 
Grant Road 
Metro 354 0 1690 2044 11 2 82 95 
Pkg. 
3 
Mumbai 
Central Metro 864 473 5465 6802 0 0 0 0 
Pkg. 
3 
Mahalaxmi 
Metro 848.5 274 8907.87 10030.37 23 380.43 697.18 1100.61 
Pkg. 
3 
Science 
Museum 2867 0 10344 13211 0 0 0 0 
Pkg. 
3 
Acharya Atrey 
Chowk  498 0 1661.6 2159.6 112 130 1133.26 1375.26 
Pkg. 
3 Worli 1136 0 560 1696 272 531 3424.23 4227.23 
Pkg. 
3 
Cross Over 
(Science 
Museum) 
0 0 4000 4000 0 0 0 0 
Pkg. 
4 Siddhivinayak 880 0 22040 22920 0 0 0 0 
Pkg. 
4 Dadar Metro 60.09 0 29.1 89.19 38 0 187 225 
Pkg. 
4 Shitaladevi 0 0 0 0 534.19 0 198 732.19 "
38,PDF page 38," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 19
    
Pkg. 
No. 
Name of the 
Station 
Government Land Private Land 
Red Yellow  Green Total Area 
in Sq. Mtr. Red Yellow  Green 
Total 
Area in 
Sq. Mtr. 
Pkg. 
4 
Naya Nagar 
Mahim, Mid 
Launching 
Shaft 
0 0 3865 3865 0 0 0 0 
Pkg. 
4 
Naya Nagar 
Mahim, Mid 
Launching 
Shaft Near 
0 0 5300 5300 0 0 0 0 
Pkg. 
4 
Mahim Desai 
Maidan (Addl. 
Land) 
0 0 2862 2862 0 0 0 0 
Pkg. 
5 Dharavi 3308 0 0 3308 1497 0 300.13 1797.13 
Pkg. 
5 
Bandra (BKC) 
Metro 641.76 14.07 17785.11 18440.94 0 0 0 0 
Pkg. 
5 
Vidyanagari 
Metro 1174 1938.68 11080.54 14193.22 0 144 262.92 406.92 
Pkg. 
5 
Santacruz, 
Agripada, Mid 
Launching 
Shaft (MHADA 
Land) 
85.2 97.7 428 610.9 0 0 0 0 
Pkg. 
6 
CSIA 
(Domestic) 0 0 35743 35743 0 0 0 0 
Pkg. 
6 Sahar Road 0 0 38863 38863 0 0 0 0 
Pkg. 
6 
CSIA 
(International) 0 0 68898 68898 0 0 0 0 
Pkg. 
6 
Sahar road 
MCGM land 285 0 386 671 0 0 0 0 "
39,PDF page 39," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 20
    
Pkg. 
No. 
Name of the 
Station 
Government Land Private Land 
Red Yellow  Green Total Area 
in Sq. Mtr. Red Yellow  Green 
Total 
Area in 
Sq. Mtr. 
Pkg. 
7 
RMC plant 
(casting yard) 30000 0 0 30000 0 0 0 0 
Pkg. 
7 Marol Naka 198 341 13880.5 14419.5 1410.62 53.85 1518.16 2982.63 
Pkg. 
7 MIDC 1738.29 3606.93 5524 10869.22 0 0 212 212 
Pkg. 
7 SEEPZ 1080 0 9710 10790 0 0 926.83 926.83 
Pkg. 
7 Ramp 2100 0 0 2100 0 0 0 0 
Pkg. 
7 Pylon Shifting 7200 0 0 7200 0 0 0 0 
Pkg. 
7 Aarey Depot 297900 0 0 297900 0 0 0 0 
Total 356577.84 7172.88 370206.04 733956.76 13834.24 1343.28 9862.09 25039.61 
 
 3.4 INVENTORY OF STRUCTURE LOSS 
Table 3.3 indicates impact of the proposed project on the different types of structures i.e. residential, 
commercial, residential cum commercial and other types and Table 3.3 indicates types of impact fully on 
the property. The proposed project would impact upon total 2856 structures. Out of the total structures, 
2015 are reside ntial, 68 2 are commercial and 39 are residential cum commercial and others 120. 70 
industrial structures have been identified as affected structures at Marol Naka and they are relocated. 
 
 
 
 
 
 
TABLE 3.3    IMPACTS ON STRUCTURES "
40,PDF page 40," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 21
    
Name of the Location Total Affected 
Structures 
Residential 
(R) 
Commercial 
(C)* 
Residential 
cum 
Commercial 
(R+C) 
Others 
Structures 
other than 
R, C & R+C 
Cuffe Parade 4 0 3 0 1 
Vidhan Bhavan 58 11 4 0 43 
Churchgate 27 0 26 0 1 
Hutatma Chowk 7 0 6 0 1 
CST 6 0 2 0 4 
Kalbadevi 247 103 142 2 0 
Girgaon 486 354 132 0 0 
Grant Road 27 0 27 0 0 
Mumbai Central 27 0 19 0 8 
Mahalakshmi 28 4 9 2 13 
Science Museum 20 1 18 1 0 
Aacharya Atre Chowk 67 26 32 0 9 
Worli 5 0 4 0 1 
Siddhivinayak 6 0 3 0 3 
Dadar 5 0 3 0 2 
Shitaladevi 8 0 8 0 0 
Naya Nagar, Mahim 363 330 20 12 1 
Dharavi 27 11 16 0 0 
BKC 158 125 24 7 2 
Bandra Nr. Jagat Vidya 
Chawl 10 8 0 1 1 
Vidyanagri 11 1 10 0 0 
Santacruz 1 0 0 0 1 
Agripada 39 18 15 3 3 
Sahar Road 179 170 3 3 3 "
41,PDF page 41," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 22
    
Marol Naka* 132 19 105 0 8 
MIDC 514 477 27 3 7 
SEEPZ 6 0 3 0 3 
Sariput Nagar/ Aarey 
Colony 262 235 21 3 3 
Additional for revised 
drg. Sariput Nagar 29 29 0 0 0 
Supplementary Sariput 
Nagar / Aarey Colony 93 89 0 2 2 
Supplementary MIDC 4 4 0 0 0 
Total 2856 2015 682 39 120 
* Industrial Structures are included in Commercial 
Table 3.4 indicates the magnitude of project impact on the structures, which is categorized as partially 
affected structures or fully  affected structures. Total 2856  structures are fully affected and there is no 
partial affected structure. 
TABLE 3.4 TYPE OF AFFECT 
Name of the Location Partially Fully Total 
Colaba / Cuff Parade 0 4 4 
Vidhan Bhavan 0 58 58 
Churchgate 0 27 27 
Hutatma Chowk 0 7 7 
CST Metro 0 6 6 
Kalbadevi  0 247 247 
Girgaon 0 486 486 
Grant Road Metro 0 27 27 
Mumbai Central Metro 0 27 27 
Mahalaxmi Metro 0 28 28 
Science Museum 0 20 20 
Acharya Atrey Chowk  0 67 67 "
42,PDF page 42," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 23
    
Name of the Location Partially Fully Total 
Worli 0 5 5 
Siddhivinayak 0 6 6 
Dadar Metro 0 5 5 
Shitaladevi Temple 0 8 8 
Naya Nagar Mahim 0 363 363 
Dharavi 0 27 27 
Bandra (BKC) Metro 0 158 158 
Bandra Nr. Jagat Vidya Chawl 0 10 10 
Vidyanagari Metro 0 11 11 
Santacruz Metro 0 1 1 
Agripada  0 39 39 
CSIA (Domestic) 0 0 0 
Sahar Road 0 179 179 
CSIA (International) 0 0 0 
Marol Naka 0 132 132 
MIDC 0 514 514 
SEEPZ 0 6 6 
Sariput Nagar/Aarey Colony 0 262 262 
Additional for revised drg. Sariput 
Nagar  0 29 29 
Supplementary Sariput Nagar / Aarey 
Colony 0 93 93 
Supplementary MIDC 0 4 4 
Total 0 2856 2856 
 
 
 
 "
43,PDF page 43," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 24
    
3.5 IMPACT ON FAMILIES AND PEOPLE 
Table 3.5 shows that about 2736 families are affected due to the proposed metro rail project. Out of the 
total 2736 families, 26.79% are in the category of Title Holders (TH) and 73.21% are the Non-Title Holders 
(NTH) category. The NTH category includes squatters and kiosks. The squatte rs and kiosks are on public 
land without any legal permission. Those have been duly relocated at the suitable place. 
TABLE 3.5: IMPACT ON AFFECTED FAMILIES 
Name of the Location 
Category of PAFs 
Title holder Non-title holder Total PAFs 
Cuffe Parade 0 3 3 
Vidhan Bhavan 0 15 15 
Churchgate 0 26 26 
Hutatma Chowk 0 6 6 
CST 0 2 2 
Kalbadevi 247 0 247 
Girgaon 486 0 486 
Grant Road 0 27 27 
Mumbai Central 0 19 19 
Mahalakshmi 0 15 15 
Science Museum 0 20 20 
Aacharya Atre Chowk 0 58 58 
Worli 0 4 4 
Siddhivinayak 0 3 3 
Dadar 0 3 3 
Shitladevi 0 8 8 
Naya Nagar, Mahim 0 362 362 
Dharavi 0 27 27 
BKC 0 156 156 
Bandra Nr. Jagat Vidya Chawl 0 9 9 
Vidyanagri 0 11 11 "
44,PDF page 44," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 25
    
Name of the Location 
Category of PAFs 
Title holder Non-title holder Total PAFs 
Santacruz 0 0 0 
  Agripada 0 36 36 
Sahar Road 0 176 176 
Marol Naka 0 124 124 
MIDC 0 507 507 
SEEPZ 0 3 3 
Sariput Nagar / Aarey Colony 0 259 259 
Additional for revised drg. Sariput Nagar  0 29 29 
Supplementary Sariput Nagar / Aarey Colony 0 91 91 
Supplementary MIDC 0 4 4 
Total 733 2003 2736 
 
3.6 LOSS OF RESIDENCE 
Table 3.6 indicates that out of the total 2736 PAFs, out of 2015 some PAFs had already been resettled and 
remaining will be resettled as their residential units are getting affected due to the proposed project.  
TABLE 3.6 LOSS OF RESIDENCE 
NAME OF THE LOCATION RESIDENTIAL PAFS 
PAFs Male Female Persons (Total) 
Colaba / Cuff Parade 0 0 0 0 
Vidhan Bhavan 11 21 25 46 
Churchgate 0 0 0 0 
Hutatma Chowk 0 0 0 0 
CST Metro 0 0 0 0 
Kalbadevi  103 172 155 327 
Girgaon 354 658 653 1311 
Grant Road Metro 0 0 0 0 
Mumbai Central Metro 0 0 0 0 
Mahalaxmi Metro 4 13 5 18 
Science Museum 1 1 3 4 "
45,PDF page 45," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 26
    
NAME OF THE LOCATION RESIDENTIAL PAFS 
PAFs Male Female Persons (Total) 
Acharya Atrey Chowk  26 18 25 43 
Worli 0 0 0 0 
Siddhivinayak 0 0 0 0 
Dadar Metro 0 0 0 0 
Shitaladevi Temple 0 0 0 0 
Naya Nagar Mahim 330 608 504 1112 
Dharavi 11 29 40 69 
Bandra (BKC) Metro 125 219 197 416 
Bandra Nr. Jagat Vidya Chawl 8 15 15 30 
Vidyanagari Metro 1 1 2 3 
Santacruz Metro 0 0 0 0 
Agripada  18 55 40 95 
CSIA (Domestic) 0 0 0 0 
Sahar Road 170 399 357 756 
CSIA (International) 0 0 0 0 
Marol Naka 19 3 12 15 
MIDC 477 917 730 1647 
SEEPZ 0 0 0 0 
Sariput Nagar/Aarey Colony 235 299 292 591 
Additional for revised drg. Sariput Nagar  29 18 17 35 
Supplementary Sariput Nagar / Aarey 
Colony 
89 126 128 254 
Supplementary MIDC 4 2 7 9 
Total 2015 3574  3207 6781 
 
3.7 LOSS OF BUSINESS 
Table 3.7 indicates the loss of business base. Out of the total 2736 PAFs, 721 PAFs have been resettled for 
their business base. 1725 people depending on earning from business get affected. Kalbadevi and Girgaon 
area is most affected where 10.01% of the total PAFs affected due to the loss in business base. 
 
 
TABLE 3.7 LOSS OF BUSINESS "
46,PDF page 46," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 27
    
NAME OF THE LOCATION COMMERCIAL and Residential cum Commercial PAFs 
PAFs Male Female Persons (Total) 
Colaba / Cuff Parade 3 3 0 3 
Vidhan Bhavan 4 5 9 14 
Churchgate 26 25 3 28 
Hutatma Chowk 6 7 1 8 
CST Metro 2 2 0 2 
Kalbadevi  144 262 286 548 
Girgaon 132 289 236 525 
Grant Road Metro 27 35 4 39 
Mumbai Central Metro 19 14 0 14 
Mahalaxmi Metro 11 14 2 16 
Science Museum 19 19 1 20 
Acharya Atrey Chowk  32 26 5 31 
Worli 4 4 0 4 
Siddhivinayak 3 0 0 0 
Dadar Metro 3 2 1 3 
Shitaladevi Temple 8 9 0 9 
Naya Nagar Mahim             32 33 14 47 
Dharavi 16 15 10 25 
Bandra (BKC) Metro 31 29 4 33 
Bandra Nr. Jagat Vidya Chawl 1 0 0 0 
Vidyanagari Metro 10 4 2 6 
Santacruz Metro 0 0 0 0 
Agripada  18 17 3 20 
CSIA (Domestic) 0 0 0 0 
Sahar Road 6 8 3 11 
CSIA (International) 0 0 0 0 
Marol Naka 105 231 15 246 
MIDC 30 35 3 38 
SEEPZ 3 3 0 3 
Sariput Nagar/Aarey Colony 24 19 11 30 
Additional for revised drg. Sariput 
Nagar 
0 0 0 0 
 
 
Supplementary Sariput Nagar / 
Aarey Colony 
2 1 1 2 "
47,PDF page 47," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 28
    
Supplementary MIDC 0 0 0 0 
Total 721 1111 614 1725 
 
3.8 IMPACT ON VULNERABLE POPULATION 
As per the JICA guidelines vulnerable group is defined as indigenous people, ethnic minorities, the poorest, 
women, the aged, the disabled and other socially/economically vulnerable groups who would be 
adversely affected from a project. But as per the R&R Policy for MUTP, 2000, vulnerable households such 
as women headed households, handicapped and the aged. It does not cover the poorest (BPL family), SCs 
and STs who are considered socially and economically backward as per the Indian Constitution. 
The proposed metro project shall affect total 187 vulnerable families consisting 545 vulnerabl e people. 
Out of 187 vulnerable PAFs comprised 6.83% and vulnerable PAPs is 6.25%. Highest vulnerable people are 
living in Aarey Colony (Sariput Nagar) area. Details of vulnerable population identified are as follows: 
 
 
 
 
 
 
 
 
 
 
 
  
 
 
 
 
 
 "
48,PDF page 48," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 29
    
TABLE 3.8 VULNERABLE POPULATION 
NAME OF THE LOCATION VULNERABLE PAFs  & PAPs 
PAFs PAPs 
Colaba / Cuff Parade 0 0 
Vidhan Bhavan 0 0 
Churchgate 0 0 
Hutatma Chowk 0 0 
CST Metro 0 0 
Kalbadevi  0 0 
Girgaon 0 0 
Grant Road Metro 0 0 
Mumbai Central Metro 0 0 
Mahalaxmi Metro 1 3 
Science Museum 0 0 
Acharya Atrey Chowk  0 0 
Worli 0 0 
Siddhivinayak 0 0 
Dadar Metro 0 0 
Shitaladevi Temple 0 0 
Naya Nagar Mahim 41 113 
Dharavi 2 5 
Bandra (BKC) Metro 20 53 
Bandra Nr. Jagat Vidya Chawl 0 0 
Vidyanagari Metro 1 3 
Santacruz Metro 0 0 
Agripada  0 0 
CSIA (Domestic) 0 0 
Sahar Road 10 41 
CSIA (International) 0 0 
Marol Naka 0 0 
MIDC 34 60 
Supplementary MIDC 0 0 
SEEPZ 0 0 
Sariput Nagar/Aarey Colony 78 267 
Additional for revised drg. Sariput Nagar  0 0 
Supplementary Sariput Nagar / Aarey Colony 0 0 
Supplementary MIDC 0 0 
Total 187 545 
The report is prepared with following considerations:  
Vulnerable families are: families such as scheduled castes/ Tribes, BPL families and women headed 
households (widows/ destitute women/ unmarried or spinsters). 
Vulnerable people are: All the above categories of people and old aged (65 and above) and the physically 
Challenged individuals in various families constitute vulnerable people. 
3.9     IMPACT ON COMMUNITY RESOURCES  "
49,PDF page 49," 
                                                                                                       General Consultant for Mumbai METRO LINE 3 
Updated Social            Impact Assessment Report (Volume - I)   Page 30
    
Table 3.9 indicates the impact of the proposed metro project on community resources. The project has 
impacted total 120 community resources. Out of the total 120 structures, 17 religious structures, 13 public 
toilets and 90 other type of structures have been affected due to the project activities.  
TABLE 3.9 IMPACTS ON COMMUNITY RESOURCES 
AREA 
LOSS OF COMMON RESOURCES 
TOTAL RELIGIOUS 
STRUCTURE 
PUBLIC 
TOILET 
OTHERS 
Colaba/ Cuff Parade 0 1 0 1 
Vidhan Bhavan 1 0 42 43 
Churchgate 0 0 1 1 
Hutatma Chowk 0 0 1 1 
CST Metro 0 0 4 4 
Kalbadevi  0 0 0 0 
Girgaon 0 0 0 0 
Grant Road Metro 0 0 0 0 
Mumbai Central Metro 0 1 7 8 
Mahalaxmi Metro 2 4 7 13 
Science Museum 0 0 0 0 
Acharya Atrey Chowk 2 4 3 9 
Worli 0 0 1 1 
Siddhivinayak 1 0 2 3 
Dadar Metro 0 0 2 2 
Shitaladevi Temple 0 0 0 0 
Naya Nagar Mahim 1 0 0 1 
Dharavi 0 0 0 0 
Bandra (BKC) Metro 1 0 1 2 
BKC (Near Jagat Vidya CHS Chawl) 1 0 0 1 
Vidyanagari Metro 0 0 0 0 
Santacruz Metro 0 0 1 1 
Agripada  2 0 1 3 
CSIA (Domestic) 0 0 0 0 
Sahar Road 2 0 1 3 
CSIA (International) 0 0 0 0 
Marol Naka 0 1 7 8 
MIDC 1 0 6 7 
Supplementary MIDC 0 0 0 0 
SEEPZ 0 1 2 3 
Sariput Nagar/Aarey Colony 2 0 1 3 
Supplementary Sariput Nagar/Aarey 
Colony 
1 1 0 2 
Supplementary MIDC 0 0 0 0 
Total 17 13 90 120 "
